name	resolved	status	has_photo	views_3mo
Rowdy Roddy Piper	Roddy Piper	OK	1	154962
Jake the Snake Roberts	Jake Roberts	OK	1	65821
Ric Flair	Ric Flair	OK	1	271067
Bret Hart	Bret Hart	OK	1	135225
Shawn Michaels	Shawn Michaels	OK	1	151754
Stone Cold Steve Austin	Stone Cold Steve Austin	OK	1	195003
The Undertaker	The Undertaker	OK	1	258756
Mick Foley	Mick Foley	OK	1	138727
Triple H	Triple H	OK	1	208570
Chyna	Chyna	OK	1	182780
Big Show	Big Show	OK	1	168272
Booker T	Booker T (wrestler)	OK	1	81516
Kurt Angle	Kurt Angle	OK	1	259751
Chris Jericho	Chris Jericho	OK	1	138691
Rey Mysterio	Rey Mysterio	OK	1	218895
Eddie Guerrero	Eddie Guerrero	OK	1	158999
Randy Orton	Randy Orton	OK	1	149932
John Cena	John Cena	OK	1	737808
Batista	Dave Bautista	OK	1	510346
Bill Goldberg	Bill Goldberg	OK	1	95277
CM Punk	CM Punk	OK	1	360687
Becky Lynch	Becky Lynch	OK	1	127387
Roman Reigns	Roman Reigns	OK	1	435436
Cody Rhodes	Cody Rhodes	OK	1	300040
Seth Rollins	Seth Rollins	OK	1	181949
Antonio Inoki	Antonio Inoki	OK	1	76807
Shinsuke Nakamura	Shinsuke Nakamura	OK	1	46575
Hakuho	Hakuhō Shō	OK	1	42268
Hafthor Björnsson	Hafþór Júlíus Björnsson	OK	1	214495
Eddie Hall	Eddie Hall	OK	1	167144
Ronnie Coleman	Ronnie Coleman	OK	1	203365
Charles Atlas	Charles Atlas	OK	1	23992
Usain Bolt	Usain Bolt	OK	1	427181
Michael Phelps	Michael Phelps	OK	1	254246
Mark Spitz	Mark Spitz	OK	1	42728
Katie Ledecky	Katie Ledecky	OK	1	106175
Ian Thorpe	Ian Thorpe	OK	1	42991
Simone Biles	Simone Biles	OK	1	216643
Nadia Comăneci	Nadia Comăneci	OK	1	145588
Carl Lewis	Carl Lewis	OK	1	75455
Jesse Owens	Jesse Owens	OK	1	187907
Jim Thorpe	Jim Thorpe	OK	1	257790
Florence Griffith Joyner	Florence Griffith Joyner	OK	1	139721
Sha'Carri Richardson	Sha'Carri Richardson	OK	1	156115
Eliud Kipchoge	Eliud Kipchoge	OK	1	66669
Mo Farah	Mo Farah	OK	1	94220
Cathy Freeman	Cathy Freeman	OK	1	50275
Neeraj Chopra	Neeraj Chopra	OK	1	128001
Mary Kom	Mary Kom	OK	1	45729
Shaun White	Shaun White	OK	1	62400
Tony Hawk	Tony Hawk	OK	1	215380
Kelly Slater	Kelly Slater	OK	1	65657
Mick Fanning	Mick Fanning	OK	1	15405
Lindsey Vonn	Lindsey Vonn	OK	1	89152
Eddie the Eagle	Eddie the Eagle	OK	1	138282
Apolo Ohno	Apolo Ohno	OK	1	20599
Michelle Kwan	Michelle Kwan	OK	1	52892
Kim Yuna	Yuna Kim	OK	1	35884
Yuzuru Hanyu	Yuzuru Hanyu	OK	1	78206
Eileen Gu	Eileen Gu	OK	1	193204
Lance Armstrong	Lance Armstrong	OK	1	292860
Serena Williams	Serena Williams	OK	1	1071412
Roger Federer	Roger Federer	OK	1	920231
Rafael Nadal	Rafael Nadal	OK	1	1067800
Novak Djokovic	Novak Djokovic	OK	1	1526167
Andy Murray	Andy Murray	OK	1	414642
Andre Agassi	Andre Agassi	OK	1	520058
Pete Sampras	Pete Sampras	OK	1	270177
John McEnroe	John McEnroe	OK	1	426125
Björn Borg	Björn Borg	OK	1	213323
Boris Becker	Boris Becker	OK	1	194884
Steffi Graf	Steffi Graf	OK	1	440480
Martina Navratilova	Martina Navratilova	OK	1	522037
Billie Jean King	Billie Jean King	OK	1	257746
Maria Sharapova	Maria Sharapova	OK	1	393479
Naomi Osaka	Naomi Osaka	OK	1	1065050
Coco Gauff	Coco Gauff	OK	1	644760
Carlos Alcaraz	Carlos Alcaraz	OK	1	921352
Tiger Woods	Tiger Woods	OK	1	386296
Arnold Palmer	Arnold Palmer	OK	1	99938
Jack Nicklaus	Jack Nicklaus	OK	1	180590
Gary Player	Gary Player	OK	1	82967
Greg Norman	Greg Norman	OK	1	85591
Phil Mickelson	Phil Mickelson	OK	1	188768
Rory McIlroy	Rory McIlroy	OK	1	365719
John Daly	John Daly (golfer)	OK	1	177138
Lewis Hamilton	Lewis Hamilton	OK	1	1375986
Michael Schumacher	Michael Schumacher	OK	1	531701
Ayrton Senna	Ayrton Senna	OK	1	379344
Niki Lauda	Niki Lauda	OK	1	444556
Max Verstappen	Max Verstappen	OK	1	563568
Kimi Räikkönen	Kimi Räikkönen	OK	1	157022
Dale Earnhardt	Dale Earnhardt	OK	1	183822
Jeff Gordon	Jeff Gordon	OK	1	103925
Richard Petty	Richard Petty	OK	1	120813
Danica Patrick	Danica Patrick	OK	1	130269
Valentino Rossi	Valentino Rossi	OK	1	142229
Sachin Tendulkar	Sachin Tendulkar	OK	1	322326
Virat Kohli	Virat Kohli	OK	1	602533
MS Dhoni	MS Dhoni	OK	1	256655
Kapil Dev	Kapil Dev	OK	1	81973
Don Bradman	Don Bradman	OK	1	91350
Shane Warne	Shane Warne	OK	1	124666
Jonah Lomu	Jonah Lomu	OK	1	84818
Richie McCaw	Richie McCaw	OK	1	26911
Joey Chestnut	Joey Chestnut	OK	1	317595
Takeru Kobayashi	Takeru Kobayashi	OK	1	84907
MrBeast	MrBeast	OK	1	706316
PewDiePie	PewDiePie	OK	1	142148
Tyler Ninja Blevins	Ninja (gamer)	OK	1	64769
Markiplier	Markiplier	OK	1	225842
Logan Paul	Logan Paul	OK	1	235280
KSI	KSI	OK	1	237506
IShowSpeed	IShowSpeed	OK	1	1084619
Kai Cenat	Kai Cenat	OK	1	249061
Khaby Lame	Khaby Lame	OK	1	105988
MySpace Tom	Tom Anderson	OK	1	72323
Pikotaro	Daimaou Kosaka	OK	1	11604
Grimes	Grimes	OK	1	231340
Claude Shannon	Claude Shannon	OK	1	139299
Marvin Minsky	Marvin Minsky	OK	1	41767
John McCarthy	John McCarthy (computer scientist)	OK	1	47354
Judea Pearl	Judea Pearl	OK	1	17857
Donald Knuth	Donald Knuth	OK	1	46974
Stephen Wolfram	Stephen Wolfram	OK	1	69051
Ray Kurzweil	Ray Kurzweil	OK	1	67298
Geoffrey Hinton	Geoffrey Hinton	OK	1	145742
Yann LeCun	Yann LeCun	OK	1	86834
Yoshua Bengio	Yoshua Bengio	OK	1	43562
Jürgen Schmidhuber	Jürgen Schmidhuber	OK	1	14568
Richard Sutton	Richard S. Sutton	OK	1	19950
Andrew Ng	Andrew Ng	OK	1	57294
Fei-Fei Li	Fei-Fei Li	OK	1	67443
Daphne Koller	Daphne Koller	OK	1	9918
Ian Goodfellow	Ian Goodfellow	OK	1	9980
Stuart Russell	Stuart J. Russell	OK	1	10726
Gary Marcus	Gary Marcus	OK	1	18127
Timnit Gebru	Timnit Gebru	OK	1	31005
Max Tegmark	Max Tegmark	OK	1	25195
Nick Bostrom	Nick Bostrom	OK	1	48031
Eliezer Yudkowsky	Eliezer Yudkowsky	OK	1	70947
Terence Tao	Terence Tao	OK	1	174095
Grant Sanderson	3Blue1Brown	OK	1	24030
Sam Altman	Sam Altman	OK	1	729455
Greg Brockman	Greg Brockman	OK	1	95780
Ilya Sutskever	Ilya Sutskever	OK	1	190158
Mira Murati	Mira Murati	OK	1	134513
Andrej Karpathy	Andrej Karpathy	OK	1	135666
John Schulman	John Schulman	OK	0	17699
Jan Leike	Jan Leike	OK	0	24984
Wojciech Zaremba	Wojciech Zaremba	OK	0	9114
Dario Amodei	Dario Amodei	OK	1	774589
Daniela Amodei	Daniela Amodei	OK	0	347228
Jack Clark	Jack Clark (journalist)	MISSING	0	0
Jared Kaplan	Jared Kaplan	OK	1	44700
Chris Olah	Chris Olah	OK	0	56001
Demis Hassabis	Demis Hassabis	OK	1	246687
Mustafa Suleyman	Mustafa Suleyman	OK	1	56958
Shane Legg	Shane Legg	OK	1	18770
David Silver	David Silver (computer scientist)	OK	0	11634
Jeff Dean	Jeff Dean	OK	1	120742
Noam Shazeer	Noam Shazeer	OK	0	106218
Ashish Vaswani	Ashish Vaswani	OK	0	33596
Aidan Gomez	Aidan Gomez	OK	1	19186
Arthur Mensch	Arthur Mensch	OK	1	26764
Emad Mostaque	Emad Mostaque	OK	1	10956
Aravind Srinivas	Perplexity AI	OK	0	233815
Alexandr Wang	Alexandr Wang	OK	1	166794
Clément Delangue	Hugging Face	OK	0	197202
Liang Wenfeng	Liang Wenfeng	OK	0	44689
Kai-Fu Lee	Kai-Fu Lee	OK	1	10822
Lisa Su	Lisa Su	OK	1	127770
George Hotz	George Hotz	OK	1	28247
Palmer Luckey	Palmer Luckey	OK	1	216768
Guido van Rossum	Guido van Rossum	OK	1	54259
Paul Graham	Paul Graham (programmer)	OK	1	50942
Marc Andreessen	Marc Andreessen	OK	1	138847
Reid Hoffman	Reid Hoffman	OK	1	70542
Lex Fridman	Lex Fridman	OK	1	77137
Dwarkesh Patel	Dwarkesh Patel	OK	1	46236
Lee Sedol	Lee Sedol	OK	1	18465
Santa Claus	Santa Claus	OK		98862
Krampus	Krampus	OK		64590
The Easter Bunny	Easter Bunny	OK		13679
The Tooth Fairy	Tooth fairy	OK		27798
Jack Frost	Jack Frost	OK		26141
The Boogeyman	Bogeyman	OK		62791
Uncle Sam	Uncle Sam	OK		93512
John Bull	John Bull	OK		25533
Father Time	Father Time	OK		18470
The Grim Reaper	Personifications of death	OK		80511
Cupid	Cupid	OK		53051
Baba Yaga	Baba Yaga	OK		149562
Leprechaun	Leprechaun	OK		54474
The Headless Horseman	Headless Horseman	OK		40927
The Flying Dutchman	Flying Dutchman	OK		88532
Davy Jones	Davy Jones's locker	OK		57025
Mother Goose	Mother Goose	OK		23818
The Pied Piper	Pied Piper of Hamelin	OK		117644
The Big Bad Wolf	Big Bad Wolf	OK		24402
Little Red Riding Hood	Little Red Riding Hood	OK		107702
Rumpelstiltskin	Rumpelstiltskin	OK		128783
Jack the Giant Killer	Jack the Giant Killer	OK		11996
Bigfoot	Bigfoot	OK		187744
The Loch Ness Monster	Loch Ness Monster	OK		188622
The Yeti	Yeti	OK		95545
Mothman	Mothman	OK		124693
The Chupacabra	Chupacabra	OK		120726
The Jersey Devil	Jersey Devil	OK		72900
Zeus	Zeus	OK		402294
Hercules the Greek Hero	Heracles	OK		274841
Medusa	Medusa	OK		234717
The Minotaur	Minotaur	OK		168521
Polyphemus the Cyclops	Polyphemus	OK		748786
Achilles	Achilles	OK		982250
Odysseus	Odysseus	OK		2018502
The Sphinx	Sphinx	OK		82487
Thor the Norse God	Thor	OK		130433
Odin	Odin	OK		177185
Loki the Norse God	Loki	OK		150099
Valkyrie	Valkyrie	OK		97396
Brunhilde	Brunhild	OK		33910
Anubis	Anubis	OK		129502
Sun Wukong the Monkey King	Sun Wukong	OK		142475
Nezha	Nezha	OK		56436
Momotaro	Momotarō	OK		34941
Kappa the Yokai	Kappa (folklore)	OK		69909
Tengu	Tengu	OK		60067
Oni Demon	Oni	OK		74392
Anansi	Anansi	OK		57052
The Golem of Prague	Golem	OK		120608
Gilgamesh	Gilgamesh	OK		153082
Beowulf	Beowulf	OK		232771
Grendel	Grendel	OK		48984
Sinbad the Sailor	Sinbad the Sailor	OK		74944
Ali Baba	Ali Baba and the Forty Thieves	OK		58654
Scheherazade	Scheherazade	OK		61343
King Arthur	King Arthur	OK		322345
Merlin	Merlin	OK		130240
Lancelot	Lancelot	OK		80558
Robin Hood	Robin Hood	OK		380117
Friar Tuck	Friar Tuck	OK		19394
William Tell	William Tell	OK		84258
Paul Bunyan	Paul Bunyan	OK		97542
John Henry the Steel-Driving Man	John Henry (folklore)	OK		84141
Pecos Bill	Pecos Bill	OK		15595
Sherlock Holmes	Sherlock Holmes	OK		294763
Professor Moriarty	Professor Moriarty	OK		122986
Count Dracula	Count Dracula	OK		101981
Van Helsing	Abraham Van Helsing	OK		64364
Victor Frankenstein	Victor Frankenstein	OK		46923
Frankenstein's Monster	Frankenstein's monster	OK		66429
Mr. Hyde	Strange Case of Dr Jekyll and Mr Hyde	OK		142983
The Invisible Man	The Invisible Man	OK		42073
Captain Nemo	Captain Nemo	OK		49575
Phileas Fogg	Phileas Fogg	OK		18442
Long John Silver	Long John Silver	OK		67889
Captain Ahab	Captain Ahab	OK		42899
Don Quixote	Don Quixote	OK		296830
Sancho Panza	Sancho Panza	OK		25591
Cyrano de Bergerac	Cyrano de Bergerac	OK		49574
d'Artagnan	Charles de Batz de Castelmore d'Artagnan	OK		43516
The Count of Monte Cristo	Edmond Dantès	OK		31665
Quasimodo	Quasimodo	OK		55973
The Phantom of the Opera	Erik (The Phantom of the Opera)	OK		34439
Ebenezer Scrooge	Ebenezer Scrooge	OK		81677
Oliver Twist	Oliver Twist	OK		95051
Tom Sawyer	Tom Sawyer	OK		28766
Huckleberry Finn	Huckleberry Finn	OK		35712
Rip Van Winkle	Rip Van Winkle	OK		72130
Ichabod Crane	Ichabod Crane	OK		42430
Baron Munchausen	Baron Munchausen	OK		36055
Lemuel Gulliver	Lemuel Gulliver	OK		4999
Robinson Crusoe	Robinson Crusoe	OK		104328
Pinocchio	Pinocchio	OK		85316
Alice in Wonderland	Alice (Alice's Adventures in Wonderland)	OK		21601
The Mad Hatter	Mad Hatter	OK		30167
The Queen of Hearts	Queen of Hearts (Alice's Adventures in Wonderland)	OK		21364
The Cheshire Cat	Cheshire Cat	OK		69622
Humpty Dumpty	Humpty Dumpty	OK		90248
Dorothy Gale	Dorothy Gale	OK		38727
The Scarecrow	Scarecrow (Oz)	OK		23621
The Tin Man	Tin Woodman	OK		33273
The Cowardly Lion	Cowardly Lion	OK		15400
The Wicked Witch of the West	Wicked Witch of the West	OK		42219
Peter Pan	Peter Pan	OK		53069
Captain Hook	Captain Hook	OK		57456
Tarzan	Tarzan	OK		86363
John Carter of Mars	John Carter of Mars	OK		28193
Zorro	Zorro	OK		99529
Hercule Poirot	Hercule Poirot	OK		128378
Miss Marple	Miss Marple	OK		57233
Cthulhu	Cthulhu	OK		159703
Count Orlok	Count Orlok	OK		56915
Winnie the Pooh	Winnie-the-Pooh	OK		191380
Tigger	Tigger	OK		26830
Faust	Faust	OK		138594
Mephistopheles	Mephistopheles	OK		92661
Don Juan	Don Juan	OK		53932
Carmen	Carmen	OK		84736
Figaro	The Barber of Seville (play)	OK		13007
Hamlet	Prince Hamlet	OK		30472
Macbeth	Macbeth (character)	OK		16038
Lady Macbeth	Lady Macbeth	OK		22622
King Lear	King Lear	OK		112274
Othello	Othello (character)	OK		15973
Iago	Iago	OK		27729
Romeo Montague	Romeo	OK		16222
Juliet Capulet	Juliet	OK		22128
Falstaff	John Falstaff	OK		43116
Puck from A Midsummer Night's Dream	Puck (A Midsummer Night's Dream)	OK		26445
Shylock	Shylock	OK		0
Prospero	Prospero	OK		18586
Caliban	Caliban	OK		29756
Mona Lisa	Mona Lisa	OK		384704
Girl with a Pearl Earring	Girl with a Pearl Earring	OK		132729
The Scream	The Scream	OK		150430
The American Gothic Farmer	American Gothic	OK		109563
Whistler's Mother	Whistler's Mother	OK		40827
Botticelli's Venus	The Birth of Venus	OK		103742
Vitruvian Man	Vitruvian Man	OK		117521
Liberty Leading the People	Liberty Leading the People	OK		53988
Rosie the Riveter	Rosie the Riveter	OK		116163
Lady Justice	Lady Justice	OK		54261
The Statue of Liberty	Statue of Liberty	OK		410449
The Thinker	The Thinker	OK		97325
Michelangelo's David	David (Michelangelo)	OK		175980
Venus de Milo	Venus de Milo	OK		96850
The Discus Thrower	Discobolus	OK		17502
The Winged Victory of Samothrace	Winged Victory of Samothrace	OK		79330
Terracotta Warrior	Terracotta Army	OK		162460
Easter Island Moai	Moai	OK		102040
Betty Boop	Betty Boop	OK		103219
Felix the Cat	Felix the Cat	OK		67666
Oswald the Lucky Rabbit	Oswald the Lucky Rabbit	OK		75701
Popeye	Popeye	OK		125847
Olive Oyl	Olive Oyl	OK		32228
Tintin	Tintin (character)	OK		28042
